#name,region,country,lat,lon,location_type,conflict_date,population
Juba,Central_Equatoria,South_Sudan,4.83776,31.603165,conflict_zone,0,525953
Ikotos,Eastern_Equatoria,South_Sudan,4.0765,33.1185,conflict_zone,40,129620
Kapoeta_South,Eastern_Equatoria,South_Sudan,4.7762,33.5829,conflict_zone,78,122651
Budi,Eastern_Equatoria,South_Sudan,4.2423,33.4505,conflict_zone,138,153314
Ezo,Western_Equatoria,South_Sudan,5.0706,27.4722,conflict_zone,159,105228
Rumbek_North,Lakes,South_Sudan,7.7,29.6667,conflict_zone,161,65297
Rubkona,Unity,South_Sudan,9.2525,29.7883,conflict_zone,228,149679
Pochalla,Jonglei,South_Sudan,7.1783,34.0967,conflict_zone,238,91786
Leer,Unity,South_Sudan,8.22,30.22,conflict_zone,271,79653
Lafon,Eastern_Equatoria,South_Sudan,5.0333,32.4667,conflict_zone,279,163071
Mayendit,Unity,South_Sudan,8.131,30.0148,conflict_zone,285,80529
Pariang,Unity,South_Sudan,9.9167,30.0167,conflict_zone,291,123419
Tambura,Western_Equatoria,South_Sudan,5.61871921,27.47131348,conflict_zone,292,71490
Kapoeta_East,Eastern_Equatoria,South_Sudan,4.4756,34.2268,conflict_zone,306,252271
Rumbek_East,Lakes,South_Sudan,6.74,30.13,conflict_zone,325,186412
Gogrial_East,Warrap,South_Sudan,8.23,28.6,conflict_zone,330,146276
Jur_River,Western_Bahr_el_Ghazal,South_Sudan,7.5068,28.3033,conflict_zone,330,181402
Twic,Warrap,South_Sudan,9.232,28.589,conflict_zone,330,291171
Panyikang,Upper_Nile,South_Sudan,9.4744,31.0451,conflict_zone,337,65117
Morobo,Central_Equatoria,South_Sudan,3.685933,30.885661,conflict_zone,358,148023
Panyijiar,Unity,South_Sudan,7.3932,30.476,conflict_zone,359,76152
Mundri_West,Western_Equatoria,South_Sudan,5.233629,30.192522,conflict_zone,366,44179
Mvolo,Western_Equatoria,South_Sudan,5.7881,30.0962,conflict_zone,366,62655
Aweil_East,Northern_Bahr_el_Ghazal,South_Sudan,9.0213,27.628,conflict_zone,376,440055
Maridi,Western_Equatoria,South_Sudan,4.9238,29.4626,conflict_zone,377,106834
Terekeka,Central_Equatoria,South_Sudan,5.439,31.747,conflict_zone,377,206287
Magwi,Eastern_Equatoria,South_Sudan,4.05,32.54,conflict_zone,378,260634
Rumbek_Centre,Lakes,South_Sudan,6.819,29.7,conflict_zone,382,232752
Lainya,Central_Equatoria,South_Sudan,4.255901,31.00492,conflict_zone,384,127552
Yirol_West,Lakes,South_Sudan,6.5525,30.4981,conflict_zone,385,155870
Bor,Jonglei,South_Sudan,6.2089,31.5586,conflict_zone,74,305328
Raja,Western_Bahr_el_Ghazal,South_Sudan,8.4636,24.8016,conflict_zone,400,54340
Wau,Western_Bahr_el_Ghazal,South_Sudan,7.6552,27.9726,conflict_zone,409,215031
Gogrial_West,Warrap,South_Sudan,8.5348,28.1114,conflict_zone,412,346370
Torit,Eastern_Equatoria,South_Sudan,4.4182,32.5767,conflict_zone,413,153314
Yambio,Western_Equatoria,South_Sudan,4.571,28.4104,conflict_zone,414,197603
Cueibet,Lakes,South_Sudan,7.0317,29.2472,conflict_zone,416,177987
Mayom,Unity,South_Sudan,9.1667,29,conflict_zone,417,180314
Koch,Unity,South_Sudan,8.54,30.01,conflict_zone,418,112040
Kajo-Keji,Central_Equatoria,South_Sudan,3.89165755,31.67633057,conflict_zone,423,280299
